,name,track_id,album,artist,artist_id,release_date,length,popularity,artist_pop,artist_genres,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,mode,time_signature,playlist
261,Chasing Shadows,5zcoYCmeIL392as1bwIYce,Chasing Shadows,Alex Warren,0fTSzq9jAh4c36UVb4V7CB,2022-12-02,164027,64,54,['gen z singer-songwriter'],0.556,0.779,0.604,0.0,0.112,-8.039,0.0403,120.017,0.404,1,0,4,New Pop Picks
262,Being Human,3yM2e28db23X8w3P0YG33p,Being Human,Mike Sabath,3UTCjjwxYJioyA39EX6ciu,2022-12-09,245866,37,39,[],0.869,0.45,0.469,0.19,0.142,-9.973,0.0286,88.943,0.24,4,1,3,New Pop Picks
263,Forever and Ever and Always,5keXeMrCGBYXpJYQ0FFqjK,Forever and Ever and Always,Ryan Mack,5LGo1zHegJTWzqVXgeNplt,2022-12-02,140038,61,64,"['alt z', 'irish pop', 'sad rap']",0.809,0.722,0.328,0.0,0.276,-10.564,0.0375,110.02,0.672,0,1,4,New Pop Picks
264,Hopeless Romantics,1LeqL9HRyeitt0Fl6uTctc,Hopeless Romantics,Cami Walsh,7z3jmSFPCOJF6HoGkzDoxJ,2022-12-09,260946,38,21,[],0.533,0.49,0.353,1.33e-06,0.121,-11.231,0.0313,123.995,0.26,9,1,4,New Pop Picks
265,Mountain,13bCwNfxvThbAVycEv2Xi3,Mountain,Ella Vos,2zmrsXMHxagFz6vI2cD7r6,2022-12-09,194893,40,50,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'la pop']",0.235,0.81,0.579,0.0106,0.063,-7.708,0.0744,150.016,0.954,10,0,4,New Pop Picks
266,Actin Funny,2HsNlCJom8gwFFEpIOejrf,Actin Funny,Hailey Knox,6PgkNi6EyAfgiKtFwAwvbH,2022-12-02,178300,48,47,['nyc pop'],0.238,0.728,0.57,2.14e-05,0.101,-5.087,0.0986,79.999,0.487,5,0,4,New Pop Picks
267,Suckerpunch,0v3N6CXe66fR56ft39WL5b,Suckerpunch,Raissa,1C9U2fqP6cYCEwb73uv2LS,2022-12-08,178912,37,34,"['indie electropop', 'modern indie pop']",0.0648,0.756,0.658,0.00405,0.136,-6.427,0.031,109.955,0.232,5,0,4,New Pop Picks
268,Still Life (with Anderson .Paak),3p4N6mBFv42M8dI8SUoPre,Indigo,RM,2auC28zjQyVTsiZKNgPRGs,2022-12-02,175328,68,81,['k-rap'],0.277,0.831,0.721,0.0,0.0403,-5.447,0.164,124.007,0.443,11,0,4,New Pop Picks
269,P.O.S.,3H88XHhVp3GUJ2C3ZuSf2U,P.O.S.,Sky Katz,2hXnTRT96JHAzENar0pxqc,2022-12-09,120545,42,30,['social media pop'],0.00821,0.721,0.707,0.0,0.0743,-3.437,0.0492,130.006,0.517,2,1,4,New Pop Picks
270,Everything Is Nothing,0Uk4Vl90h4B217sWhXJeIf,Everything Is Nothing,Justus Bennetts,4PcesEvU9iICf7dwNt5B3l,2022-12-02,121597,53,55,"['alt z', 'gen z singer-songwriter', 'sad rap']",0.0045,0.544,0.886,0.0,0.142,-4.371,0.0683,193.923,0.86,7,1,4,New Pop Picks
271,Gothic Babe Tendencies (feat. blackbear),3l207IhDzpcRe5MlgNM7ZX,Gothic Babe Tendencies (feat. blackbear),Julia Wolf,5yvGiZLSWJTPBlZpVbPnEZ,2022-12-01,303544,62,52,['alt z'],0.387,0.699,0.554,1.74e-06,0.184,-8.492,0.0308,135.923,0.407,0,1,4,New Pop Picks
272,Anti-Hero - Acoustic Version,2d3d9xZutJjmUpntiyHt3F,Anti-Hero (Acoustic Version),Taylor Swift,06HL4z0CvFAxyc27GXpf02,2022-11-25,196473,73,100,['pop'],0.597,0.624,0.332,0.000679,0.195,-9.989,0.0365,96.864,0.397,4,1,4,New Pop Picks
273,Saturn,3F3YMGCp5ErvS14f71s8LX,Saturn,Lyn Lapid,4pfy05cNNTacuOQ6SiSu4v,2022-12-02,213666,59,62,"['alt z', 'gen z singer-songwriter', 'indie pop']",0.623,0.325,0.55,0.00331,0.114,-6.941,0.0801,169.849,0.24,2,0,3,New Pop Picks
274,white lies,3twtKmTjKfNjavNLZg5jLH,songs written for piano,Katie Gregson-MacLeod,2xCYQunn7ZXK6qOwXWPvcF,2022-12-02,147853,60,56,['indie pop'],0.859,0.436,0.315,9.69e-06,0.143,-7.57,0.0356,123.997,0.209,10,1,4,New Pop Picks
275,christopher street,6V8qSQ7na1atg4V8iR1e2x,christopher street,Kevin Atwater,6ZBM319vNIirp7FOvvLVD6,2022-11-30,189969,45,47,[],0.873,0.454,0.311,0.00437,0.108,-12.827,0.0283,141.448,0.199,3,1,4,New Pop Picks
276,No Longer Lovers,6DykI3K2Ib9BC1E9JgaSoE,No Longer Lovers,Coobie,2AeSbZ0zUL5615vJFXtHsH,2022-12-02,139315,40,35,[],0.15,0.691,0.853,0.0,0.316,-4.518,0.094,146.025,0.71,7,1,4,New Pop Picks
277,Rich Like That - deluxe,4Z9MKWCUTDwZJB1tyetkto,ELIO'S INFERNO (deluxe),ELIO,6xgvgzXNv3ymcITXTrxRaA,2022-12-02,141575,51,63,"['alt z', 'dance pop', 'electropop', 'indie pop', 'pop']",0.211,0.529,0.719,0.000243,0.133,-5.466,0.226,100.041,0.563,1,1,4,New Pop Picks
278,LIGHTNING,6ptDJrpmo53dp5weWeN0A5,LIGHTNING,Josie Dunne,2KgFtUjEtayfuximKppSAq,2022-12-02,162684,48,54,['pop soul'],0.251,0.591,0.66,4.1e-05,0.764,-6.524,0.196,159.987,0.711,0,1,4,New Pop Picks
279,georgia,0oWyUnmjpaFWzZNfnQmrGc,georgia got colder,Jonah Kagen,5KsRA81UaMVKvLNiwDySfp,2022-12-02,210186,60,59,['alt z'],0.861,0.327,0.376,1.11e-05,0.345,-10.54,0.0384,80.114,0.285,8,1,4,New Pop Picks
280,Did It Hurt?,2hTeOCShIAHRpNCV6sHGOW,Did It Hurt?,Ellise,2FovgCfOwN9iqbkCBlKFdT,2022-12-02,164566,56,62,"['alt z', 'electropop', 'indie poptimism', 'pop', 'social media pop', 'viral rap']",0.433,0.489,0.575,0.0,0.0976,-7.083,0.153,127.274,0.498,1,0,1,New Pop Picks
281,Good Company,0bs4c6mFxhNMqQvOjv4vR3,Good Company,Andy Grammer,2oX42qP5ineK3hrhBECLmj,2022-12-02,157678,58,70,"['dance pop', 'neo mellow', 'pop', 'pop rap', 'pop rock']",0.0392,0.77,0.839,0.0,0.337,-6.006,0.0498,141.992,0.92,0,1,4,New Pop Picks
282,One More Try,6xfXvPKTvGEo5xAXcuiIr5,One More Try,Calum Scott,6ydoSd3N2mwgwBHtF6K7eX,2022-12-02,356000,64,78,"['neo mellow', 'pop']",0.854,0.27,0.239,3.19e-06,0.109,-6.594,0.0324,78.899,0.14,4,1,4,New Pop Picks
283,Till The Wheels Fall Off,2m54jWFyOUYfV6p9H6hS5O,Till The Wheels Fall Off,CXLOE,6M25WWmNO7wK1DnKmd3z6R,2022-12-02,154200,50,43,"['alt z', 'australian alternative pop', 'australian electropop', 'australian pop', 'indie electropop']",0.221,0.628,0.646,2.57e-06,0.203,-7.146,0.0798,119.949,0.255,7,0,4,New Pop Picks
284,Sunny D,6RfuWRctUik5CiwnIajDVB,Penny,Chloe George,5VZn4mB8pS40aE0kujdX2Y,2022-12-02,222529,48,48,[],0.0619,0.405,0.733,0.0,0.198,-2.694,0.0523,82.15,0.223,7,1,4,New Pop Picks
285,Backtrack,7qhLm7FPhf7OjuSQoezTgC,Backtrack,Emei,7E2aQQjErJocovYFjYLzWU,2022-11-30,158840,53,50,['alt z'],0.0101,0.598,0.584,0.0,0.195,-4.224,0.0553,159.956,0.619,4,0,4,New Pop Picks
286,Pretty Girl Era,3w6JB9UckmYZBn4Tsq2kpM,Pretty Girl Era,LU KALA,5R1cUyk9ysrruOo4ErpGjg,2022-12-02,155571,61,45,[],0.192,0.917,0.711,6.82e-06,0.0818,-5.835,0.153,111.941,0.938,11,0,4,New Pop Picks
287,Prophecies,4Et7m1pazErkSegnrBNXkF,Poetic License,J. Maya,6uFYqDeLIwfURuF1yxVqJU,2022-12-02,194333,46,51,['alt z'],0.867,0.414,0.442,0.0,0.311,-6.665,0.044,78.053,0.258,4,1,4,New Pop Picks
288,Skeleton Key,3cUcHmvK9cYmOzJsa6BjXu,Skeleton Key,Hunter Daily,5t5Fbw7cQgZyJnyJhmanlW,2022-12-02,179106,54,37,[],0.813,0.556,0.284,0.0,0.216,-9.066,0.0312,96.593,0.255,2,1,4,New Pop Picks
289,When All The Love Is Gone,5dfPvmSrPuhS8j7SKwCOC3,When All The Love Is Gone,Lily Williams,1f2q4venkA2pATVTmWhS6Z,2022-12-02,169418,47,45,[],0.854,0.787,0.406,0.0,0.149,-7.517,0.11,131.835,0.502,0,1,4,New Pop Picks
290,Maybe Tomorrow,0EURFA6inrgWdRuSziPD4Z,Maybe Tomorrow,Savannah Sgro,5aj9AKqFL0JpL2sQ8Q2irp,2022-11-30,195801,40,43,['alt z'],0.691,0.306,0.384,0.0,0.102,-8.536,0.0373,200.291,0.265,8,1,3,New Pop Picks
291,Daydreaming,6nPs4YNMQHi1hT37ILuo66,Daydreaming,noelle,0UBB7UD8Lvt7UesGnXDRpy,2022-12-02,188684,51,38,[],0.00404,0.575,0.675,0.0,0.157,-7.22,0.038,113.9,0.34,4,1,3,New Pop Picks
292,If You Ever Come Back,4GD7mjIvLLZ9cgFNDwUxkU,If You Ever Come Back,Someone Else's Rain,4TLkUSTypb5TnpKbGCsf6y,2022-12-02,187431,36,19,[],0.342,0.678,0.527,0.0,0.266,-7.283,0.0427,127.917,0.71,9,1,4,New Pop Picks
293,No One,0qbZA3IPjeb8lBZ4SZtEHd,No One,brb.,2XBiI8PjCnjJ3XKWtiKcvc,2022-12-02,157333,59,60,"['chill r&b', 'pop', 'singaporean pop']",0.512,0.852,0.354,9.52e-05,0.0576,-11.461,0.317,90.01,0.853,6,1,4,New Pop Picks
294,Criminal,0eqYmHAtWbKPfoxeXw3SU8,It's Not That Deep: Chapter 2,ari hicks,7kBSIXnl2HuGLcA0RZ8T9Z,2022-12-01,171892,44,42,"['alt z', 'social media pop']",0.653,0.673,0.288,0.000933,0.0957,-8.885,0.0471,137.945,0.27,6,1,4,New Pop Picks
295,In My Head,5ll8HAvZjHncvYQbGmQiWS,In My Head,Annika Rose,3E6TQHXjqR21vX9H0c5mOv,2022-11-30,165021,46,46,['alt z'],0.0597,0.579,0.82,0.0125,0.179,-4.846,0.102,167.075,0.689,1,1,4,New Pop Picks
296,Ballerina,6CqgkvVUfWfa2xwZRT31AY,Ballerina,MAGIC!,0DxeaLnv6SyYk2DOqkLO8c,2022-12-02,201500,46,66,['reggae fusion'],0.127,0.599,0.733,0.0,0.248,-4.009,0.0316,119.957,0.381,9,0,4,New Pop Picks
297,Common Denominator,1mTOWJsgiqMnpZJMOynPgA,Common Denominator,Dylan Dunlap,7CanUos0itnFLMrCiT839W,2022-12-02,232733,43,52,['la pop'],0.77,0.499,0.111,0.0,0.0967,-12.764,0.0436,144.252,0.337,2,1,3,New Pop Picks
298,don't know why you're with me,5AbHvlNdBgWPSGElwaq4sj,don't know why you're with me,Neptune,3WdDxnyyYJgYLxrLPXSVyz,2022-12-02,204009,39,45,[],0.991,0.579,0.117,0.117,0.0888,-20.937,0.0322,94.305,0.377,9,1,4,New Pop Picks
299,h8 u,3HD72VFGMfrKoHQYNVZaVO,h8 u,Véyah,3mBrMbg5lTkD2qv3Ft5o63,2022-12-02,150346,37,35,[],0.456,0.647,0.69,1.48e-05,0.114,-5.116,0.058,83.923,0.449,9,0,4,New Pop Picks
300,Mad Max,2i2qDe3dnTl6maUE31FO7c,Lil Durk Presents: Loyal Bros 2,Only The Family,3IaKn0ExWTMPqa0mscUYw3,2022-12-16,153600,72,84,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",0.0212,0.898,0.64,0.0,0.0919,-8.796,0.255,149.988,0.68,5,0,4,Hip Hop Controller
301,Just Wanna Rock,4FyesJzVpA39hbYvcseO2d,Just Wanna Rock,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,2022-10-17,123890,91,87,"['melodic rap', 'philly rap', 'rap', 'trap']",0.0652,0.486,0.545,0.00474,0.0642,-7.924,0.0336,150.187,0.0385,11,1,4,Hip Hop Controller
302,LET GO,3zkyus0njMCL6phZmNNEeN,LET GO,Central Cee,5H4yInM5zmHqpKIoMNAx4r,2022-12-15,174246,86,82,['melodic drill'],0.859,0.735,0.449,0.0,0.213,-9.933,0.383,146.016,0.514,2,0,4,Hip Hop Controller
303,Rich Flex,1bDbXMyjaUIooNwFE9wn0N,Her Loss,Drake,3TVXtAsR1Inumwj472S9r4,2022-11-04,239359,96,97,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.0503,0.561,0.52,1.86e-06,0.355,-9.342,0.244,153.15,0.424,11,0,3,Hip Hop Controller
304,Twin (feat. Lil Durk),5B40Td13cDQ4adeAiLf8Z4,Twin (feat. Lil Durk),Roddy Ricch,757aE44tKEUQEqRuT6GnEB,2022-11-14,148855,75,81,"['melodic rap', 'rap', 'trap']",0.031,0.785,0.609,5.47e-05,0.096,-8.623,0.186,83.962,0.326,11,0,4,Hip Hop Controller
305,KAPITOL DENIM,2P1oNlBGmFudn3ZyUrj7hJ,FLAWLESS LIKE ME,LUCKI,5tQMB0cuNXdCtzovGt55uD,2022-09-23,117000,71,72,"['plugg', 'rap', 'vapor trap']",0.244,0.804,0.375,0.0,0.0954,-12.951,0.312,123.958,0.687,1,1,4,Hip Hop Controller
306,Superhero (Heroes & Villains) [with Future & Chris Brown],0vjeOZ3Ft5jvAi9SBFJm1j,HEROES & VILLAINS,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,2022-12-02,182666,88,91,['rap'],0.152,0.526,0.606,2.36e-06,0.194,-5.3,0.259,116.622,0.492,5,0,4,Hip Hop Controller
307,Courtside,3TLLHtbY3NheqCuRSjaOuS,Courtside,Bankrol Hayden,0Yr4BBpK2dkCp2UsrJ9LZN,2022-07-14,164615,51,64,"['melodic rap', 'sad rap', 'viral rap']",0.00178,0.85,0.627,0.0,0.378,-7.737,0.0871,95.984,0.606,5,0,4,Hip Hop Controller
308,Back Flippin,112f64x3xitpDPHfr98T01,Back Flippin,Luh Tyler,1K15GRZZATsCJyGJ4bYiEz,2022-12-14,142628,52,46,['florida drill'],0.00976,0.81,0.379,0.0,0.112,-6.77,0.27,87.572,0.381,1,1,4,Hip Hop Controller
309,Jimmy Cooks (feat. 21 Savage),3F5CgOj3wFlRv51JsHbxhe,"Honestly, Nevermind",Drake,3TVXtAsR1Inumwj472S9r4,2022-06-17,218364,90,97,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.000307,0.529,0.673,2.41e-06,0.093,-4.711,0.175,165.921,0.366,0,1,4,Hip Hop Controller
310,My All,2UQ2oUbHiB8wWYCE42JX0k,My All,Polo G,6AgTAQt8XS6jRWi4sX7w49,2022-12-09,197692,79,84,"['chicago rap', 'rap']",0.0393,0.493,0.613,0.0,0.128,-6.636,0.414,156.104,0.373,1,1,4,Hip Hop Controller
311,Shoot It Myself (feat. Future),6Md6lyVVoKWcOaSg8u1tDn,I Never Felt Nun,EST Gee,4FlG0V0jhLO4qGpayFOphj,2022-09-16,187843,70,71,"['kentucky hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.00189,0.798,0.471,0.0,0.154,-8.824,0.125,135.102,0.11,8,1,4,Hip Hop Controller
312,Out thë way,6IyoLWzljeR3ldQo4KWHT6,Lyfë,Yeat,3qiHUAX7zY4Qnjx8TNUzVx,2022-09-09,150241,82,81,['pluggnb'],0.21,0.767,0.628,8.79e-06,0.275,-7.41,0.242,128.07,0.798,4,0,4,Hip Hop Controller
313,My Friends (feat. Lil Durk),0wTTf3msjDJ8NcZGTmQJQV,My Friends (feat. Lil Durk),Ty Dolla $ign,7c0XG5cIJTrrAgEC3ULPiq,2022-10-05,158167,73,82,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",0.0558,0.633,0.478,0.0,0.202,-8.039,0.044,169.961,0.441,8,1,4,Hip Hop Controller
314,Checkers (feat. Bandmanrill),2UUEnFfWx3y3lPKiwHTknQ,Checkers (feat. Bandmanrill),24kGoldn,6fWVd57NKTalqvmjRd2t8Z,2022-12-16,161424,62,74,"['cali rap', 'pop', 'pop rap', 'rap']",0.0661,0.754,0.9,0.0,0.105,-3.379,0.239,144.058,0.236,7,1,4,Hip Hop Controller
315,Finger Food,1gXOwyDr6zzIL6FHk5L9IJ,Finger Food,Rolling Loud,1KV1kUwVWFHdF8J4GGiMkg,2022-12-09,218413,64,47,[],0.0324,0.915,0.686,0.0,0.14,-6.094,0.092,133.953,0.25,9,1,4,Hip Hop Controller
316,FLEEK,2BQMGNScdPTSB7OdZiwE0U,FLEEK,Mike Dimes,6rIaHuCIUu32uj2CjlEBN3,2022-12-13,150906,55,64,"['rap', 'viral rap']",0.0177,0.667,0.732,0.0,0.327,-4.704,0.209,112.997,0.6,1,1,4,Hip Hop Controller
317,Pussy & Millions (feat. Travis Scott),2KLwPaRDOB87XOYAT2fgxh,Her Loss,Drake,3TVXtAsR1Inumwj472S9r4,2022-11-04,242026,89,97,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.0623,0.749,0.63,0.0,0.353,-6.652,0.116,122.03,0.445,4,0,4,Hip Hop Controller
318,BILLIE EILISH.,27ZZdyTSQWI7Cug2d2PkqV,BILLIE EILISH.,Armani White,2qAwMsiIjTzlmfAkXKvhVA,2022-05-19,99282,86,71,['indie hip hop'],0.115,0.9,0.509,1.67e-06,0.0937,-6.647,0.257,100.007,0.765,1,1,4,Hip Hop Controller
319,No More Friends,2kMuUWfsueRPYWxyaTSHd8,No More Friends,Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,2022-12-16,121600,56,68,"['atl hip hop', 'hip hop', 'melodic rap', 'plugg', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap', 'viral rap']",0.00816,0.645,0.842,0.0,0.396,-3.023,0.0983,150.039,0.237,5,0,4,Hip Hop Controller
320,Fight That Switch (Walk) [with EST Gee],28yy6AId4shZVCSjTRdCa9,Fight That Switch (Walk) [with EST Gee],Lil Double 0,4uKEP0JYfpFtngWlgViewd,2022-09-30,199580,54,61,['memphis hip hop'],0.0157,0.863,0.491,0.0,0.105,-11.935,0.293,134.997,0.425,1,1,4,Hip Hop Controller
321,Down In Atlanta,5unjCay0kUjuej5ebn4nS4,Down In Atlanta,Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,2022-11-18,164041,84,81,"['hip hop', 'pop', 'pop rap']",0.337,0.851,0.819,0.000153,0.0658,-5.173,0.212,83.154,0.903,7,1,3,Hip Hop Controller
322,Mr. CBFW (feat. G Herbo),3olMRANIDgoV0UlCKsnn0C,Drill Season,BabyDrill,4Q7FV4mw6Q3va79JwftGRv,2022-11-10,163113,53,50,[],0.0529,0.805,0.563,0.0,0.102,-5.85,0.505,153.023,0.86,1,0,4,Hip Hop Controller
323,Poland,74loibzxXRL875X20kenvk,Poland,Lil Yachty,6icQOAFXDZKsumw3YXyusw,2022-10-11,83200,83,78,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'underground hip hop', 'viral rap']",0.141,0.695,0.555,0.826,0.11,-8.5,0.0509,150.024,0.26,5,0,4,Hip Hop Controller
324,Players - DJ Smallz 732 - Jersey Club Remix,731vxZpBMap84vDSqyJjf0,Players,Coi Leray,6AMd49uBDJfhf30Ak2QR5s,2022-12-15,117026,62,65,"['new jersey underground rap', 'r&b', 'rap', 'trap queen', 'viral rap']",0.101,0.926,0.557,0.0165,0.0817,-8.322,0.103,136.018,0.716,1,1,4,Hip Hop Controller
325,Major Distribution,46s57QULU02Voy0Kup6UEb,Her Loss,Drake,3TVXtAsR1Inumwj472S9r4,2022-11-04,170501,88,97,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.0127,0.908,0.546,0.0,0.0707,-10.491,0.323,131.016,0.225,8,0,4,Hip Hop Controller
326,N95,0fX4oNGBWO3dSGUZcVdVV2,Mr. Morale & The Big Steppers,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,2022-05-13,195950,83,89,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.377,0.79,0.67,2.32e-06,0.119,-5.527,0.105,139.956,0.408,1,1,4,Hip Hop Controller
327,Do It Again (feat. 2Rare),5gAwpwuchaCGnJLlBMGBzp,Do It Again (feat. 2Rare),NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,2022-10-07,213206,82,79,"['memphis hip hop', 'viral rap']",0.0864,0.806,0.64,0.0,0.201,-7.398,0.317,160.054,0.716,11,0,4,Hip Hop Controller
328,California Breeze,6ug9fUi5oLLgQgOF1G8WkM,It's Only Me,Lil Baby,5f7VJjfbwm532GiveGC0ZK,2022-10-14,177789,81,90,"['atl hip hop', 'atl trap', 'rap', 'trap']",0.00361,0.738,0.666,0.0,0.107,-6.97,0.455,161.734,0.215,5,0,4,Hip Hop Controller
329,HOTEL LOBBY (Unc & Phew),0QNNd0qMCDbraS1nQPg3aA,HOTEL LOBBY (Unc & Phew),Quavo,0VRj0yCOv2FXJNP47XQnx5,2022-05-20,142657,81,81,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap']",0.142,0.821,0.636,0.0,0.233,-4.479,0.169,127.961,0.163,11,1,4,Hip Hop Controller
330,True Love,06JvOZ39sK8D8SqiqfaxDU,True Love,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,2022-05-27,148571,80,91,"['chicago rap', 'rap']",0.0182,0.712,0.861,6.09e-06,0.511,-5.487,0.25,84.042,0.388,5,0,4,Hip Hop Controller
331,Die Young (feat. 347aidan),6EbVuwU7EnKeF2hdpViXCH,Die Young (feat. 347aidan),Sleepy Hallow,6EPlBSH2RSiettczlz7ihV,2022-05-25,148816,80,78,"['brooklyn drill', 'nyc rap']",0.827,0.808,0.582,0.0,0.111,-6.26,0.338,77.471,0.675,11,1,4,Hip Hop Controller
332,Flawlëss (feat. Lil Uzi Vert),1a019wP7IdYLexwbmfZPm3,Lyfë,Yeat,3qiHUAX7zY4Qnjx8TNUzVx,2022-09-09,176124,78,81,['pluggnb'],0.0715,0.474,0.805,0.0,0.147,-5.997,0.332,131.001,0.109,1,1,4,Hip Hop Controller
333,Wine & Dine,7jqgrSK9y7N1P18NpZxJLn,Wine & Dine,Billacheck,4UfNNfhp5pt4iQcF4TMKMH,2022-08-19,116306,30,18,[],0.0121,0.831,0.299,0.00392,0.13,-11.759,0.298,132.048,0.134,1,1,4,Hip Hop Controller
334,On BS,34tz0eDhGuFErIuW3q4mPX,Her Loss,Drake,3TVXtAsR1Inumwj472S9r4,2022-11-04,261543,87,97,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.0201,0.841,0.358,0.0,0.39,-8.368,0.591,158.014,0.329,9,1,4,Hip Hop Controller
335,To The Bone (feat. YoungBoy Never Broke Again),4wRJHXHDJnKSPr9IVn0BFR,Only Built For Infinity Links,Quavo,0VRj0yCOv2FXJNP47XQnx5,2022-10-07,283196,80,81,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap']",0.0395,0.899,0.582,0.0,0.1,-7.275,0.264,149.973,0.505,11,0,4,Hip Hop Controller
336,In My Head,1HvTxgCj0mTzQlEo0zLvFb,In My Head,Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,2022-04-01,135264,78,81,"['brooklyn drill', 'melodic rap', 'nyc rap']",0.159,0.684,0.545,0.0,0.102,-6.885,0.121,143.049,0.407,1,1,4,Hip Hop Controller
337,Cash In Cash Out,3S68RFe1lsdCdTMPIMJM3X,Cash In Cash Out,Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,2022-06-10,216135,78,81,"['hip hop', 'pop', 'pop rap']",0.00721,0.877,0.56,1.45e-06,0.0839,-3.751,0.0596,119.971,0.154,7,1,4,Hip Hop Controller
338,Headshots,53e9gQYHBMAJoFYN7Gf0wj,Headshots,Rundown Choppaboy,3vh0hSUAhFfS2QDNsSgtDG,2022-11-18,137195,37,40,[],0.0029,0.79,0.344,0.00918,0.105,-15.853,0.368,140.124,0.303,9,1,4,Hip Hop Controller
339,One Up,6R6ZS5HYH4RdXkjEwEJO5R,No More Leaks,Central Cee,5H4yInM5zmHqpKIoMNAx4r,2022-10-14,160000,77,82,['melodic drill'],0.322,0.85,0.664,0.0,0.0475,-8.119,0.261,144.108,0.743,6,0,4,Hip Hop Controller
340,Dua Lipa,0LnS7aOdOdI1dNKZqdOLz4,Come Home The Kids Miss You,Jack Harlow,2LIk90788K0zvyj2JJVwkJ,2022-05-06,135053,77,82,"['deep underground hip hop', 'kentucky hip hop', 'rap']",0.00161,0.833,0.652,0.0985,0.106,-6.942,0.0762,158.022,0.405,11,1,4,Hip Hop Controller
341,OOGA BOOGA!,4gKWtJGlhxKKSyV65llt2G,OOGA BOOGA!,Ski Mask The Slump God,2rhFzFmezpnW82MNqEKVry,2022-10-25,139038,77,76,"['miami hip hop', 'rap']",0.101,0.847,0.916,0.000766,0.118,-5.757,0.222,104.018,0.751,1,1,4,Hip Hop Controller
342,STAYING ALIVE (feat. Drake & Lil Baby),0g2Bbgy7P41pFjMWJuzsf4,STAYING ALIVE (feat. Drake & Lil Baby),DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,2022-08-05,178176,77,79,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.068,0.718,0.461,0.0,0.283,-7.676,0.0797,129.953,0.181,4,0,4,Hip Hop Controller
343,Super Gremlin,4A8cWXxKfIL3lAyUDzXbCF,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,Sniper Gang,2Pv9ZGQqEflbdavLk6rr0t,2021-10-30,200547,76,82,"['florida drill', 'florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",0.00265,0.825,0.414,0.0,0.357,-6.634,0.144,72.993,0.106,2,1,4,Hip Hop Controller
344,Beat the Odds,2BJWxD8xKrDv8vneTvTIm9,Beat the Odds,Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,2022-08-26,150000,77,81,"['brooklyn drill', 'melodic rap', 'nyc rap']",0.054,0.498,0.625,0.0,0.175,-7.452,0.342,84.821,0.478,8,0,4,Hip Hop Controller
345,Talk,0ypjMI7vHiDP4sLB1C0Qna,Talk,Yeat,3qiHUAX7zY4Qnjx8TNUzVx,2022-09-02,174857,76,81,['pluggnb'],0.0845,0.698,0.763,0.0,0.54,-4.718,0.229,139.998,0.256,4,0,4,Hip Hop Controller
346,Churchill Downs (feat. Drake),3EMp20j5E42MxfFbsEsIvD,Come Home The Kids Miss You,Jack Harlow,2LIk90788K0zvyj2JJVwkJ,2022-05-06,309327,76,82,"['deep underground hip hop', 'kentucky hip hop', 'rap']",0.615,0.71,0.522,0.0,0.11,-9.102,0.36,96.448,0.37,11,1,4,Hip Hop Controller
347,Do It Right,4ZevD501qZiFK7FY8DFn0V,Do It Right,Don Toliver,4Gso3d4CscCijv0lmajZWs,2022-11-18,174474,75,84,"['rap', 'trap']",0.458,0.662,0.515,0.0,0.163,-6.867,0.199,69.808,0.386,5,1,4,Hip Hop Controller
